D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011702_020.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011702_039.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011702_056.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011804_013.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011808_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011808_021.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011813_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011886_010.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011896_011.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011896_022.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011903_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011903_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011904_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011948_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011948_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011950_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011955_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011956_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011957_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00011960_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012001_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012008_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012010_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012010_020.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012045_024.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012045_041.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012045_050.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012049_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012050_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012089_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012093_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012094_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012094_022.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012094_044.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012161_011.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012163_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012164_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012175_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012176_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012177_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012178_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012178_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012246_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012261_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012342_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012355_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012359_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012364_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012406_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012413_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012582_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012640_016.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012720_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00012834_154.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014004_026.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014022_100.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014029_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014029_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014081_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014125_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014125_039.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014149_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014153_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014253_029.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014294_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014320_042.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014320_056.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014321_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014323_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014390_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014392_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00014396_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016048_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016049_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016050_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\augment\00016051_009.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030375_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030375_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030375_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030375_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030376_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030377_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030378_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030379_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030379_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030379_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030380_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030381_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030381_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030381_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030381_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_008.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_009.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_010.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_011.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_012.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_013.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030389_014.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030390_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030391_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030392_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030393_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030393_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030394_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030394_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030394_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030395_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030396_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030397_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030408_014.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030408_017.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030408_018.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030409_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030410_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030410_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030410_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030410_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030410_009.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030412_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030412_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030412_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030413_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030413_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030413_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030413_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030414_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030415_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030416_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030417_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030418_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030418_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030419_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030419_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030422_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030424_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030426_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030427_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030428_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030429_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030431_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030432_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030433_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030434_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030434_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030436_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030437_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030438_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030439_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030439_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030439_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030440_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030441_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030442_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030444_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030445_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030447_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030448_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030449_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030450_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030451_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030452_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030454_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030456_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030458_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030459_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030459_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030460_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030461_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030463_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030495_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030496_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_004.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_005.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_006.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030497_007.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030498_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030499_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030499_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030499_002.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030499_003.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030508_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030509_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030510_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030511_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030512_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030513_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030514_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030515_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030516_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030517_000.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030517_001.png
D:\Deep Learning Project\final\CXRNormalClassifer\trainset\five\00030518_000.png
